program,coefficient,standard_error,z_score,p_value,n_genes,q_value,n_program_genes,trait,level
Neuronal,-0.03187468060109956,0.04676439195530056,-0.6816015191979138,0.495490954072655,18506,0.5385014932157608,100,PD_FinnGen_R11,class
Non-neuronal,-0.028765541171738865,0.046767108526584444,-0.6150805999773813,0.5385014932157608,18506,0.5385014932157608,100,PD_FinnGen_R11,class
