program,coefficient,standard_error,z_score,p_value,n_genes,q_value,n_program_genes,trait,level
DLCT6b_104,-0.08674696789739819,0.2210325681746843,-0.39246237067803647,0.6947166095563243,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CGE_292,-0.08599411104282087,0.2197038374681599,-0.3914092354225873,0.6954947668829055,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
MSN_207,-0.13735066676331906,0.3545003969635492,-0.3874485556004663,0.6984241631315469,18506,0.9870074201167115,39,AD_FinnGen_R11,cluster
CA13_187,-0.08557622832598757,0.2210580716816574,-0.38712102966873196,0.6986666096445373,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
ULIT_124,-0.08800012381255631,0.22733009811734073,-0.3871028277440561,0.6986800842678865,18506,0.9870074201167115,93,AD_FinnGen_R11,cluster
CA13_182,-0.1204168641165161,0.3112568577332654,-0.38687296721252806,0.6988502548859519,18506,0.9870074201167115,49,AD_FinnGen_R11,cluster
EMSN_228,-0.08696310584328759,0.22507330624955627,-0.38637680892670956,0.6992176229471503,18506,0.9870074201167115,98,AD_FinnGen_R11,cluster
Thex_451,0.09608425124457032,0.24956418542210315,0.3850081736770729,0.700231359748954,18506,0.9870074201167115,80,AD_FinnGen_R11,cluster
DLNP_89,-0.09628632902165586,0.2506202310095045,-0.38419216451033017,0.7008360253425369,18506,0.9870074201167115,78,AD_FinnGen_R11,cluster
L5ET_114,-0.08494181731647056,0.22113144194056414,-0.38412365320396763,0.7008868010878324,18506,0.9870074201167115,98,AD_FinnGen_R11,cluster
Amex_158,-0.08676066328968672,0.22620741674024059,-0.383544733147791,0.7013159091100741,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Amex_175,-0.08933861728099772,0.23326056642605855,-0.3829992297875914,0.7017203351578516,18506,0.9870074201167115,91,AD_FinnGen_R11,cluster
MGE_251,-0.08373575323189994,0.2188984856690493,-0.38253235501363536,0.7020665345494641,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_336,-0.08692809104969455,0.22814764853843286,-0.38101681786586983,0.7031907692941812,18506,0.9870074201167115,94,AD_FinnGen_R11,cluster
EMSN_223,-0.08554311106219878,0.2248801047156786,-0.38039430464670504,0.7036527416877345,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_362,-0.0842038232206408,0.22268848061875824,-0.37812383912573777,0.7053385996783254,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
ULIT_131,-0.08346805411640512,0.22139598411507686,-0.37700798614870157,0.7061676700068691,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
MSN_214,-0.08247065762592327,0.21933499542658268,-0.37600318848179987,0.7069145256042422,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CA13_163,-0.08341849808403999,0.22231717957289593,-0.37522290559955473,0.7074946964190625,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_237,-0.08305543539949507,0.22279529182174845,-0.3727881084037679,0.7093061540482564,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
LLC_267,-0.08358743509036758,0.22432255247463237,-0.3726216297392573,0.709430072208141,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_420,-0.08417326109296168,0.2265612233145182,-0.37152545286229394,0.7102462017402773,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Misc_116,-0.09103625703865414,0.24503395512078677,-0.3715250688166007,0.7102464877296568,18506,0.9870074201167115,85,AD_FinnGen_R11,cluster
DLIT_151,-0.08337621943947474,0.22460313051887823,-0.3712157495189803,0.7104768434495834,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Astro_55,-0.08185869171697589,0.221279544305327,-0.36993338889032257,0.7114321227244096,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Amex_172,-0.08221210970822126,0.2225063215277188,-0.3694821304147966,0.7117683902391667,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
MGE_255,-0.08258693189561161,0.22415256048774562,-0.36844040013875173,0.7125448778888064,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_424,-0.08508923946372772,0.23148663251000673,-0.3675773349895246,0.713188417471702,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_350,-0.08115529955175761,0.22106379617198435,-0.3671125754785012,0.7135350473483253,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
EMSN_227,-0.11458867358371246,0.3121674856766844,-0.36707433938969963,0.7135635674638647,18506,0.9870074201167115,52,AD_FinnGen_R11,cluster
URL_309,-0.12473358017047176,0.34131547397947404,-0.36544953182513185,0.7147758731066114,18506,0.9870074201167115,42,AD_FinnGen_R11,cluster
Astro_63,-0.08080308544966151,0.22172936222148604,-0.3644221254239982,0.7155428160261337,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Fbl_25,0.09824505300805891,0.2697664749287522,0.3641855535755743,0.7157194539416412,18506,0.9870074201167115,69,AD_FinnGen_R11,cluster
DLCT6b_107,-0.08303277765123152,0.2284276139203336,-0.3634970613131787,0.7162336077514024,18506,0.9870074201167115,92,AD_FinnGen_R11,cluster
DLNP_86,-0.08119970693525844,0.22339213937384,-0.3634850678406736,0.7162425654049714,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Thex_446,-0.18411853717741702,0.5079054045494105,-0.3625055680215851,0.7169742634081822,18506,0.9870074201167115,20,AD_FinnGen_R11,cluster
Mmb_332,-0.10398578842955077,0.2870558058901425,-0.3622493825097778,0.7171656799240758,18506,0.9870074201167115,59,AD_FinnGen_R11,cluster
Nkcell_2,-0.09194355776095949,0.2545619278216851,-0.36118345955238007,0.7179623061169873,18506,0.9870074201167115,76,AD_FinnGen_R11,cluster
Splat_369,-0.0802973630165376,0.22267134587162016,-0.36060932178868027,0.7183915198070638,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_367,-0.07907999525465838,0.2193868342814206,-0.36045916570829297,0.7185037880979507,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CGE_289,-0.08046358500212009,0.22349888496901285,-0.3600178363899937,0.7188337951760814,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Epen_69,-0.08056858502323304,0.2240807129771632,-0.359551627414913,0.7191824631449658,18506,0.9870074201167115,98,AD_FinnGen_R11,cluster
ULIT_134,-0.07993368084416246,0.22236102235897676,-0.3594770342219404,0.7192382552641499,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CGE_287,-0.0917788209714002,0.255846915912492,-0.35872553180508754,0.7198004263272694,18506,0.9870074201167115,75,AD_FinnGen_R11,cluster
Mmb_331,-0.12876051656750792,0.3602933936343527,-0.3573768457663751,0.7208097082074166,18506,0.9870074201167115,39,AD_FinnGen_R11,cluster
VendVC_16,-0.08505483345351807,0.2383396646966615,-0.35686394692955803,0.721193661063942,18506,0.9870074201167115,85,AD_FinnGen_R11,cluster
Splat_351,-0.09949206343107318,0.2793143185111855,-0.3562010854344687,0.7216899791262381,18506,0.9870074201167115,63,AD_FinnGen_R11,cluster
Splat_347,-0.07876992255493565,0.22162602596510364,-0.35541819699162247,0.7222763183994021,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_400,-0.08011088060604415,0.2260967084561525,-0.3543213041581287,0.7230981036417559,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Mmb_327,-0.12240512738550388,0.34556619824033014,-0.35421614732229995,0.7231769032789113,18506,0.9870074201167115,41,AD_FinnGen_R11,cluster
Splat_391,-0.08459237371834923,0.23932707382902507,-0.3534592738086202,0.7237441555993382,18506,0.9870074201167115,89,AD_FinnGen_R11,cluster
Splat_374,-0.07784723320404123,0.2204608190498498,-0.3531114215194796,0.7240049106093847,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Astro_59,-0.08106870291809365,0.23041968393192547,-0.3518306315446746,0.7249652848184165,18506,0.9870074201167115,92,AD_FinnGen_R11,cluster
MSN_218,-0.07782494544054101,0.22137250924965656,-0.35155665013483856,0.7251707804328771,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CA13_188,-0.08491231669664696,0.2417636230068286,-0.35122040131839277,0.7254230058263411,18506,0.9870074201167115,84,AD_FinnGen_R11,cluster
Splat_402,-0.07954665701399154,0.227191239216809,-0.3501308293762156,0.7262405149759291,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CGE_276,-0.07751154424413624,0.2214393088964454,-0.3500351614644173,0.7263123098109265,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_421,-0.07848072273543004,0.22458233296505534,-0.3494518989952852,0.7267500763076982,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_352,-0.08760530371920567,0.25102771759013537,-0.34898657622444096,0.7270993873965075,18506,0.9870074201167115,80,AD_FinnGen_R11,cluster
Splat_429,-0.07875292491394856,0.22720415539949676,-0.34661744973579384,0.7288787347445776,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Amex_155,-0.08795134585410438,0.25525739617951554,-0.34455944145199463,0.730425601547541,18506,0.9870074201167115,78,AD_FinnGen_R11,cluster
Splat_396,-0.07826143916807307,0.2286482886782744,-0.3422787007087243,0.7321411630000305,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
VendAC_14,-0.08073115859526464,0.23597520032175193,-0.3421171313137474,0.7322627455772919,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
MGE_240,-0.1267162376554239,0.37043767806692063,-0.3420716767167843,0.732296951825224,18506,0.9870074201167115,35,AD_FinnGen_R11,cluster
Epen_74,-0.07442431679075806,0.21762852176507608,-0.3419786900500893,0.7323669293522492,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
MSN_219,-0.07642840440482398,0.22406554414030547,-0.3410984259961185,0.733029486125274,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Epen_67,-0.09366197613789431,0.2747633240025644,-0.3408823811471292,0.7331921290965702,18506,0.9870074201167115,63,AD_FinnGen_R11,cluster
ULIT_121,-0.07550791715248742,0.22161906306712674,-0.3407102214229357,0.7333217430264412,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
EMSN_233,-0.0750666475544498,0.22065674888121584,-0.3401964702872503,0.7337085761418413,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CGE_281,-0.08604695161038138,0.25345473098698207,-0.33949633244289656,0.7342358594955884,18506,0.9870074201167115,79,AD_FinnGen_R11,cluster
Thex_448,-0.07694896602765622,0.2269629754294429,-0.33903752751768856,0.7345814597368003,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
COP_37,-0.07669644204445118,0.22731783550876297,-0.33739737963277666,0.7358173597207616,18506,0.9870074201167115,95,AD_FinnGen_R11,cluster
MGE_254,-0.07554260270542955,0.22427105603300965,-0.33683616320350485,0.736240410154227,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Thex_452,-0.11636397747260324,0.34607533512656874,-0.3362388638012758,0.7366907481417044,18506,0.9870074201167115,39,AD_FinnGen_R11,cluster
LLC_275,-0.07471457609386328,0.2234489051298235,-0.3343698464329204,0.7381004903182808,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_342,-0.07814804370068759,0.2344774520669934,-0.3332859642229464,0.7389184332613186,18506,0.9870074201167115,87,AD_FinnGen_R11,cluster
CGE_277,-0.07460089437644243,0.22466495417151228,-0.33205398969120525,0.7398484916855435,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
MGE_263,-0.17370654223660917,0.5234416797825484,-0.33185462477648225,0.7399990346772589,18506,0.9870074201167115,18,AD_FinnGen_R11,cluster
EMSN_222,-0.07660693157363814,0.23132318036773256,-0.33116688713079045,0.740518430561654,18506,0.9870074201167115,91,AD_FinnGen_R11,cluster
Splat_344,-0.07266593614640784,0.21982158800986218,-0.33056778819716165,0.7409709808021079,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Thex_454,-0.0832845524067907,0.2533429701238619,-0.3287423067870091,0.7423504737975561,18506,0.9870074201167115,74,AD_FinnGen_R11,cluster
Splat_363,-0.07231731451834897,0.22204707320952822,-0.32568461035332963,0.7446629891026128,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CA4_197,0.1097728842651274,0.3370665408504296,0.325671257634077,0.7446730927414753,18506,0.9870074201167115,46,AD_FinnGen_R11,cluster
Amex_161,-0.07351766553672828,0.22600852326401857,-0.32528713729458086,0.7449637649425531,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Astro_58,-0.07189046651749013,0.22111334180228626,-0.3251294830583887,0.7450830758412632,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Amex_159,-0.07852369902933387,0.2421356042085705,-0.32429637634659964,0.7457136628323509,18506,0.9870074201167115,84,AD_FinnGen_R11,cluster
DLNP_87,-0.08692518788866266,0.26900102861035957,-0.3231407267760725,0.7465886678412709,18506,0.9870074201167115,65,AD_FinnGen_R11,cluster
Splat_403,-0.07233132233993263,0.22438555845146307,-0.3223528414177272,0.7471854060320535,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CA13_181,-0.11589433686142843,0.359727365276434,-0.32217270090744676,0.7473218643436386,18506,0.9870074201167115,37,AD_FinnGen_R11,cluster
ULIT_126,-0.08195232342023251,0.2550248001324501,-0.32135040740221976,0.7479448607602086,18506,0.9870074201167115,75,AD_FinnGen_R11,cluster
Splat_343,-0.0711764616462355,0.22173251022970872,-0.32100146961985265,0.7482092771998897,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_386,-0.10709767595228696,0.33419857210184106,-0.3204612014908635,0.7486187374761554,18506,0.9870074201167115,43,AD_FinnGen_R11,cluster
Splat_385,-0.07160320420125948,0.22396075472657295,-0.3197131760369254,0.7491857706042235,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Amex_162,-0.16222156172975827,0.5079169173108767,-0.319386018068913,0.7494338120389501,18506,0.9870074201167115,19,AD_FinnGen_R11,cluster
DLNP_93,-0.08440816945926598,0.2649089945607044,-0.31863081742180593,0.7500064816253864,18506,0.9870074201167115,70,AD_FinnGen_R11,cluster
Splat_428,-0.0709777437851181,0.22288971626957815,-0.31844333140642855,0.75014867386898,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_416,-0.07123369855900386,0.2240500727790757,-0.3179365115816934,0.7505330962081603,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
DLNP_92,-0.0858166157867064,0.271105720056527,-0.3165429920431526,0.7515903984758653,18506,0.9870074201167115,67,AD_FinnGen_R11,cluster
MSN_215,-0.06924976695712948,0.22112197774077746,-0.31317450967407395,0.7541480833730588,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
DLNP_95,-0.08796969152470016,0.28179787897409336,-0.3121730079905517,0.7549090442953131,18506,0.9870074201167115,62,AD_FinnGen_R11,cluster
CGE_286,-0.07449265137549393,0.23961231325263432,-0.3108882442821413,0.7558855816621346,18506,0.9870074201167115,90,AD_FinnGen_R11,cluster
CGE_280,-0.06947328941982983,0.22554868692637955,-0.3080190373376296,0.7580678464366329,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
EMSN_226,-0.06788072752921126,0.22048179922584946,-0.3078745173867071,0.7581778167668833,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Thex_457,-0.09043465149108862,0.29436704966574656,-0.30721730436126277,0.7586779750392092,18506,0.9870074201167115,54,AD_FinnGen_R11,cluster
Splat_409,-0.08029286092958465,0.2624996888661129,-0.3058779279945652,0.7596975919374502,18506,0.9870074201167115,72,AD_FinnGen_R11,cluster
Epen_71,-0.11555429370886285,0.3818383905726004,-0.30262618050421536,0.7621747603345237,18506,0.9870074201167115,33,AD_FinnGen_R11,cluster
Misc_132,-0.19660059238242744,0.6498197846569744,-0.30254633211300047,0.7622356193004151,18506,0.9870074201167115,11,AD_FinnGen_R11,cluster
DLIT_147,-0.06680754303181567,0.22262356679322212,-0.30009196238360536,0.7641070099246373,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_379,-0.16129344076964183,0.5392524437442341,-0.2991056278757317,0.7648594523224852,18506,0.9870074201167115,16,AD_FinnGen_R11,cluster
MGE_239,-0.0649806744505134,0.21981549067310902,-0.29561462775681796,0.7675244013314537,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Misc_164,-0.11397212305183493,0.3871055848246312,-0.2944212832875228,0.7684360055442098,18506,0.9870074201167115,32,AD_FinnGen_R11,cluster
MSN_427,-0.06615665071162605,0.22496809408757956,-0.29407125921541305,0.768703452202501,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
ULIT_135,-0.06479495777298116,0.22075353665096895,-0.2935171900562924,0.7691268620545689,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Mmb_325,-0.11549903265489988,0.39384540644716176,-0.2932598191165782,0.7693235638055197,18506,0.9870074201167115,32,AD_FinnGen_R11,cluster
Amex_405,-0.06486902785288111,0.2228006764947331,-0.2911527418742581,0.7709345040591363,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
DG_202,-0.1202666100542816,0.4150194192116993,-0.28978550035735606,0.7719803411823837,18506,0.9870074201167115,29,AD_FinnGen_R11,cluster
Splat_346,-0.06321048359229009,0.2188650455276709,-0.28881031888803116,0.7727265351277923,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_353,-0.06864840410106005,0.23830936945286735,-0.28806422654706904,0.7732975755333432,18506,0.9870074201167115,83,AD_FinnGen_R11,cluster
Splat_412,-0.06353923313438,0.22253193100274782,-0.28552861087425435,0.7752391879784433,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_422,-0.0645607404827989,0.2263871835002232,-0.285178425229529,0.7755074485405613,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Splat_388,-0.07500534427442244,0.26317756246375384,-0.28499900816868673,0.7756449017964984,18506,0.9870074201167115,72,AD_FinnGen_R11,cluster
DLIT_148,-0.06319347575623521,0.22362565100840331,-0.28258598900114795,0.7774942219060946,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
URL_308,-0.07184619139179642,0.25772119089025725,-0.27877486963184933,0.7804176013235934,18506,0.9870074201167115,72,AD_FinnGen_R11,cluster
Misc_177,-0.06342732749114217,0.22983374984095875,-0.27597046793620544,0.7825707489055697,18506,0.9870074201167115,92,AD_FinnGen_R11,cluster
CGE_284,-0.06132796108443087,0.224291839443242,-0.2734293019160431,0.7845232309840912,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
LLC_273,-0.09653729604471316,0.35540847122373365,-0.27162350889476083,0.7859115213576063,18506,0.9870074201167115,37,AD_FinnGen_R11,cluster
DLNP_96,-0.07035106845029926,0.26111543816818394,-0.2694251590171634,0.7876025276252658,18506,0.9870074201167115,71,AD_FinnGen_R11,cluster
CA4_190,-0.1208458534306171,0.4498688335108755,-0.2686246399589619,0.7882185490629354,18506,0.9870074201167115,23,AD_FinnGen_R11,cluster
Astro_56,-0.05835191665143724,0.2190019985540864,-0.2664446764718734,0.7898967614883902,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CBI_300,-0.05936503787528235,0.22339482285070103,-0.26574043712265044,0.7904391183965327,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Amex_153,-0.079787129888576,0.30250438226907267,-0.26375528608906784,0.7919684912906275,18506,0.9870074201167115,54,AD_FinnGen_R11,cluster
MGE_256,0.06456715136696665,0.2486201491898567,0.25970200555893197,0.7950936454980964,18506,0.9870074201167115,78,AD_FinnGen_R11,cluster
Mmb_333,-0.06271458443031269,0.2441845604877969,-0.2568327182727298,0.7973079115137753,18506,0.9870074201167115,82,AD_FinnGen_R11,cluster
DLIT_139,-0.058293444535940694,0.22778156144286235,-0.25591869873368683,0.7980136158140462,18506,0.9870074201167115,91,AD_FinnGen_R11,cluster
Splat_378,-0.05577182775174312,0.21932777174413143,-0.25428529779077286,0.7992751572534602,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
LLC_264,-0.06620486986728333,0.2626872082033182,-0.2520292873037091,0.8010184263186575,18506,0.9870074201167115,68,AD_FinnGen_R11,cluster
DLCT6b_112,-0.1105044602889398,0.4402708766756582,-0.2509919827614376,0.8018203076627858,18506,0.9870074201167115,24,AD_FinnGen_R11,cluster
Midi_441,-0.07085256623996881,0.2838631303740984,-0.24960115865203567,0.8028958024695783,18506,0.9870074201167115,60,AD_FinnGen_R11,cluster
EMSN_230,-0.0668123221023258,0.2688814051910973,-0.24848249381485288,0.803761113336716,18506,0.9870074201167115,68,AD_FinnGen_R11,cluster
OPC_35,-0.14290454572700279,0.5765662231560571,-0.24785452214796724,0.8042469681673037,18506,0.9870074201167115,15,AD_FinnGen_R11,cluster
Epen_68,-0.06309586933750819,0.2549397866755773,-0.24749322245962574,0.8045265360805516,18506,0.9870074201167115,73,AD_FinnGen_R11,cluster
Chrp_78,-0.054947336582647506,0.22255981154990223,-0.2468879542986459,0.8049949388951408,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
DLCT6b_101,-0.10640107091709042,0.43131023867697934,-0.24669266197697767,0.8051460859807062,18506,0.9870074201167115,25,AD_FinnGen_R11,cluster
EMSN_231,-0.1323159357316739,0.538857541832473,-0.24554900963566728,0.8060313651949301,18506,0.9870074201167115,17,AD_FinnGen_R11,cluster
Midi_443,-0.09078571282420962,0.3703503875651066,-0.2451346505159246,0.8063521740153372,18506,0.9870074201167115,35,AD_FinnGen_R11,cluster
Epen_72,-0.08181595169709838,0.34597142659221897,-0.23648181730779513,0.8130588148957212,18506,0.9870074201167115,40,AD_FinnGen_R11,cluster
CBI_301,-0.08764546848880708,0.37090986684810107,-0.2362985628654106,0.8132010020343641,18506,0.9870074201167115,36,AD_FinnGen_R11,cluster
L5ET_113,-0.06739089034657202,0.2865567377655394,-0.23517468432974417,0.8140731539989666,18506,0.9870074201167115,58,AD_FinnGen_R11,cluster
COP_39,-0.0874562416741444,0.37559190261803516,-0.2328491137975479,0.8158785736330602,18506,0.9870074201167115,35,AD_FinnGen_R11,cluster
Thex_449,-0.07170698382462252,0.3116816393066441,-0.23006483148683166,0.818041392319894,18506,0.9870074201167115,49,AD_FinnGen_R11,cluster
DLNP_83,-0.07521440230616097,0.3294715307861301,-0.22828801699711027,0.8194223396773108,18506,0.9870074201167115,43,AD_FinnGen_R11,cluster
Splat_417,-0.05257749905121373,0.23063495112242619,-0.22796847917167773,0.8196707453162403,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
CA13_119,-0.07417776397961365,0.3291133664074757,-0.22538666475117897,0.8216784847685598,18506,0.9870074201167115,44,AD_FinnGen_R11,cluster
Splat_345,-0.049411833882587276,0.22091500074612383,-0.22366898452211265,0.8230148812987007,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Fbl_26,-0.05956263523077087,0.2663818941301959,-0.2235986624588653,0.8230696045231235,18506,0.9870074201167115,67,AD_FinnGen_R11,cluster
Per_22,-0.10670674355757316,0.4825581710437419,-0.2211272131746799,0.8249933816376206,18506,0.9870074201167115,20,AD_FinnGen_R11,cluster
CBI_304,-0.08565512303662546,0.38751121605985525,-0.22103908475926676,0.825062000316498,18506,0.9870074201167115,35,AD_FinnGen_R11,cluster
COP_41,-0.11501373495684185,0.5229961599990716,-0.21991315377353063,0.8259387918436825,18506,0.9870074201167115,17,AD_FinnGen_R11,cluster
OPC_34,-0.10613339885220115,0.48274437956293004,-0.2198542403503337,0.8259846752342301,18506,0.9870074201167115,21,AD_FinnGen_R11,cluster
MGE_242,-0.04929160730042631,0.2246604250924201,-0.2194049409465369,0.826334621476762,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
DLCT6b_97,-0.13521846896990247,0.6221906934545661,-0.21732640875602627,0.8279539776703927,18506,0.9870074201167115,12,AD_FinnGen_R11,cluster
DG_200,-0.0621457415109209,0.291295480519627,-0.21334262172575527,0.831059731366058,18506,0.9870074201167115,59,AD_FinnGen_R11,cluster
CGE_296,-0.04705847153088622,0.22064719539543837,-0.21327473230080812,0.8311126808660639,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
DG_203,-0.04873457188163804,0.23065618213262296,-0.21128664938023026,0.8326636000268877,18506,0.9870074201167115,91,AD_FinnGen_R11,cluster
Mmb_324,-0.10116738599903555,0.4821563737793521,-0.20982277016487705,0.8338060006157713,18506,0.9870074201167115,20,AD_FinnGen_R11,cluster
Amex_173,-0.0887405093876999,0.4230368322453213,-0.20977017276887797,0.8338470537826719,18506,0.9870074201167115,26,AD_FinnGen_R11,cluster
CBI_298,-0.0825970743071147,0.39432378488431025,-0.20946510830267992,0.8340851707434724,18506,0.9870074201167115,31,AD_FinnGen_R11,cluster
Oligo_40,-0.0809243949119107,0.3881538098557253,-0.20848538094213184,0.8348499961737814,18506,0.9870074201167115,35,AD_FinnGen_R11,cluster
OPC_36,-0.04587641767283652,0.22029416754112296,-0.20825071396532835,0.8350332124720544,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
MSN_220,-0.04685009242390028,0.22633065681571227,-0.2069984379625936,0.8360110784065953,18506,0.9870074201167115,98,AD_FinnGen_R11,cluster
LLC_271,-0.06204954292691883,0.3003698347219948,-0.20657714508631786,0.8363401108324854,18506,0.9870074201167115,55,AD_FinnGen_R11,cluster
CA4_196,-0.04597452306034081,0.22280100401232347,-0.20634791689627166,0.8365191515455748,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
URL_312,-0.055037476474837504,0.2675809137469983,-0.20568535963247458,0.8370366953626671,18506,0.9870074201167115,68,AD_FinnGen_R11,cluster
Oligo_49,-0.07503097261141584,0.3649117728522385,-0.20561400917530184,0.8370924336057767,18506,0.9870074201167115,39,AD_FinnGen_R11,cluster
CBI_305,-0.10449472999683336,0.5090152005867029,-0.2052880343777362,0.8373470921618821,18506,0.9870074201167115,19,AD_FinnGen_R11,cluster
DLIT_150,-0.044682992035784366,0.2212306639006878,-0.20197467768670008,0.8399365204829634,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
L5ET_115,-0.09792165945822472,0.49511234077879207,-0.19777664863735336,0.843219816966615,18506,0.9870074201167115,19,AD_FinnGen_R11,cluster
CGE_288,-0.05169239844234158,0.26140883565164535,-0.19774541405030055,0.8432442559606964,18506,0.9870074201167115,75,AD_FinnGen_R11,cluster
Oligo_50,-0.10048939589368357,0.5088071107010342,-0.19749998335367075,0.8434362944643947,18506,0.9870074201167115,18,AD_FinnGen_R11,cluster
Astro_57,-0.043587538538847545,0.22227771475102362,-0.19609495530251675,0.8445358446941407,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Thex_453,-0.043589764096636625,0.22235961639408203,-0.19603273653514336,0.8445845430277413,18506,0.9870074201167115,100,AD_FinnGen_R11,cluster
Amex_408,0.08522513093339523,0.4494131336101656,0.18963649381756179,0.8495939881467174,18506,0.9870074201167115,25,AD_FinnGen_R11,cluster
LRL_318,-0.09575271905722366,0.508193565250936,-0.18841781085902348,0.8505491386928088,18506,0.9870074201167115,18,AD_FinnGen_R11,cluster
LLC_268,-0.043361725466251125,0.2338996362999444,-0.18538603202719658,0.8529262633595567,18506,0.9870074201167115,90,AD_FinnGen_R11,cluster
Mgl_5,-0.08978831661812779,0.5081993334615303,-0.17667932778767523,0.859760279447603,18506,0.9870074201167115,18,AD_FinnGen_R11,cluster
CA4_198,-0.058535749248242494,0.33273829287228,-0.1759212885987582,0.8603557802936609,18506,0.9870074201167115,43,AD_FinnGen_R11,cluster
Fbl_24,-0.09103236686604885,0.5231388057433347,-0.17401187957505806,0.8618561261160984,18506,0.9870074201167115,17,AD_FinnGen_R11,cluster
DG_205,-0.07360182144365693,0.43198185668716876,-0.17038174243659882,0.8647099296289456,18506,0.9870074201167115,26,AD_FinnGen_R11,cluster
